	target	TO_8_S8	TO_4_S4	TO_3_S3	TO_7_S7	TO_2_S2	TO_6_S6	TO_5_S5	TO_1_S1	TO_9_S9
SPRY3_+_154997532.23-P1P2|SPRY3_+_154997506.23-P1P2++SPRY3_+_154997532.23-P1P2|SPRY3_+_154997506.23-P1P2	SPRY3	986	660	378	846	1276	530	704	426	572
PRR15L_-_46035188.23-P1P2|PRR15L_-_46035203.23-P1P2++PRR15L_-_46035188.23-P1P2|PRR15L_-_46035203.23-P1P2	PRR15L	1246	1066	438	1100	1898	602	916	660	786
YKT6_+_44240680.23-P1P2|YKT6_-_44240662.23-P1P2++YKT6_+_44240680.23-P1P2|YKT6_-_44240662.23-P1P2	YKT6	24	48	516	32	2002	50	34	764	28
ZNF398_+_148844614.23-P1P2|ZNF398_-_148844576.23-P1P2++ZNF398_+_148844614.23-P1P2|ZNF398_-_148844576.23-P1P2	ZNF398	1506	1138	506	1604	2024	748	956	756	800
FBXL17_+_107717485.23-P1P2|FBXL17_-_107717412.23-P1P2++FBXL17_+_107717485.23-P1P2|FBXL17_-_107717412.23-P1P2	FBXL17	300	280	490	234	2522	214	300	714	204
BMP8A_+_39957325.23-P1P2|BMP8A_+_39957371.23-P1P2++BMP8A_+_39957325.23-P1P2|BMP8A_+_39957371.23-P1P2	BMP8A	1280	976	460	1150	1672	694	878	618	838
TBX18_+_85472787.23-P2|TBX18_+_85472781.23-P2++TBX18_+_85472787.23-P2|TBX18_+_85472781.23-P2	TBX18	1068	738	366	818	1914	614	710	688	490
FLAD1_-_154955860.23-P1P2|FLAD1_-_154955888.23-P1P2++FLAD1_-_154955860.23-P1P2|FLAD1_-_154955888.23-P1P2	FLAD1	1592	1314	574	1610	2450	1038	924	798	1064
GABRA4_-_46995518.23-P1P2|GABRA4_-_46995385.23-P1P2++GABRA4_-_46995518.23-P1P2|GABRA4_-_46995385.23-P1P2	GABRA4	1678	1376	784	1574	2656	996	1166	838	838
SMIM8_-_88032350.23-P1P2|SMIM8_-_88032360.23-P1P2++SMIM8_-_88032350.23-P1P2|SMIM8_-_88032360.23-P1P2	SMIM8	82	78	634	88	2376	78	70	858	146
ACBD5_+_27529701.23-P1P2|ACBD5_+_27529710.23-P1P2++ACBD5_+_27529701.23-P1P2|ACBD5_+_27529710.23-P1P2	ACBD5	1444	1260	508	1564	2436	1014	1092	802	880
ANAPC15_+_71823713.23-P1P2|ANAPC15_-_71823727.23-P1P2++ANAPC15_+_71823713.23-P1P2|ANAPC15_-_71823727.23-P1P2	ANAPC15	12518	9848	4404	11486	18756	8534	7842	6122	7110
NIPAL3_+_24742319.23-P1P2|NIPAL3_-_24742585.23-P1P2++NIPAL3_+_24742319.23-P1P2|NIPAL3_-_24742585.23-P1P2	NIPAL3	1232	930	382	1284	2068	920	852	662	782
ABCA13_+_48211097.23-P1P2|ABCA13_-_48211093.23-P1P2++ABCA13_+_48211097.23-P1P2|ABCA13_-_48211093.23-P1P2	ABCA13	1670	922	610	1548	2326	992	1020	662	838
REN_-_204135437.23-P1P2|REN_-_204135359.23-P1P2++REN_-_204135437.23-P1P2|REN_-_204135359.23-P1P2	REN	1486	1322	410	1222	1670	818	918	722	672
FOLR1_-_71903228.23-P1P2|FOLR1_-_71903262.23-P1P2++FOLR1_-_71903228.23-P1P2|FOLR1_-_71903262.23-P1P2	FOLR1	1148	968	440	918	2050	738	990	692	846
C15orf26_-_81426641.23-ENST00000286732.4|C15orf26_-_81426707.23-ENST00000286732.4++C15orf26_-_81426641.23-ENST00000286732.4|C15orf26_-_81426707.23-ENST00000286732.4	C15orf26	2332	1628	738	1854	2858	1540	1586	918	1114
GPX4_+_1104037.23-P1P2|GPX4_+_1104065.23-P1P2++GPX4_+_1104037.23-P1P2|GPX4_+_1104065.23-P1P2	GPX4	1182	990	606	1388	2544	982	1072	924	1122
PF4_-_74847724.23-P1P2|PF4_-_74847656.23-P1P2++PF4_-_74847724.23-P1P2|PF4_-_74847656.23-P1P2	PF4	1804	1372	724	1808	2902	1486	1492	752	1090
HPR_-_72088662.23-P1P2|HPR_+_72088838.23-P1P2++HPR_-_72088662.23-P1P2|HPR_+_72088838.23-P1P2	HPR	816	578	258	552	1350	726	668	518	566
NBR1_+_41323238.23-P1P2|NBR1_-_41323253.23-P1P2++NBR1_+_41323238.23-P1P2|NBR1_-_41323253.23-P1P2	NBR1	576	308	136	282	448	282	252	188	296
SULT1C4_+_108994484.23-P1P2|SULT1C4_-_108994694.23-P1P2++SULT1C4_+_108994484.23-P1P2|SULT1C4_-_108994694.23-P1P2	SULT1C4	1304	1214	488	1138	1846	926	980	594	758
HOXB8_-_46690790.23-P1|HOXB8_-_46690800.23-P1++HOXB8_-_46690790.23-P1|HOXB8_-_46690800.23-P1	HOXB8	1140	764	368	1122	1610	838	816	518	868
HIST1H2AA_+_25726732.23-P1P2|HIST1H2AA_+_25726747.23-P1P2++HIST1H2AA_+_25726732.23-P1P2|HIST1H2AA_+_25726747.23-P1P2	HIST1H2AA	1762	1090	638	1486	2438	1278	1316	706	934
non-targeting_02326|non-targeting_01614++non-targeting_02326|non-targeting_01614	non-targeting	1110	1024	608	944	2178	948	648	804	596
TIPIN_-_66649067.23-P1P2|TIPIN_-_66649057.23-P1P2++TIPIN_-_66649067.23-P1P2|TIPIN_-_66649057.23-P1P2	TIPIN	100	34	422	54	1482	36	36	438	42
BTNL9_+_180467304.23-P1|BTNL9_-_180467320.23-P1++BTNL9_+_180467304.23-P1|BTNL9_-_180467320.23-P1	BTNL9	1780	1138	552	1678	2676	1292	1062	782	968
CCDC60_+_119772562.23-P1P2|CCDC60_+_119772546.23-P1P2++CCDC60_+_119772562.23-P1P2|CCDC60_+_119772546.23-P1P2	CCDC60	1270	986	498	986	1822	972	1068	702	828
AP2A2_-_925877.23-P1P2|AP2A2_+_925897.23-P1P2++AP2A2_-_925877.23-P1P2|AP2A2_+_925897.23-P1P2	AP2A2	1586	1470	630	1462	2470	1086	1236	714	830
WDR74_+_62609282.23-P2|WDR74_-_62609072.23-P2++WDR74_+_62609282.23-P2|WDR74_-_62609072.23-P2	WDR74	536	640	212	574	1252	360	538	258	414
ESRRG_+_217311105.23-ENST00000366940.2,ENST00000493603.1|ESRRG_-_217311078.23-ENST00000366940.2,ENST00000493603.1++ESRRG_+_217311105.23-ENST00000366940.2,ENST00000493603.1|ESRRG_-_217311078.23-ENST00000366940.2,ENST00000493603.1	ESRRG	1102	730	292	1192	1428	748	822	552	548
SMPX_+_21776210.23-P1P2|SMPX_+_21776215.23-P1P2++SMPX_+_21776210.23-P1P2|SMPX_+_21776215.23-P1P2	SMPX	646	550	286	660	1230	458	494	344	434
non-targeting_00691|non-targeting_00734++non-targeting_00691|non-targeting_00734	non-targeting	1292	1168	612	1094	1916	914	870	700	750
C5orf45_+_179285792.23-P1P2|C5orf45_-_179285748.23-P1P2++C5orf45_+_179285792.23-P1P2|C5orf45_-_179285748.23-P1P2	C5orf45	724	398	442	496	2166	358	482	674	266
GKAP1_+_86432634.23-P1P2|GKAP1_+_86432624.23-P1P2++GKAP1_+_86432634.23-P1P2|GKAP1_+_86432624.23-P1P2	GKAP1	196	144	970	136	3420	126	158	1282	152
FAM126A_+_23053694.23-P1P2|FAM126A_+_23053691.23-P1P2++FAM126A_+_23053694.23-P1P2|FAM126A_+_23053691.23-P1P2	FAM126A	902	672	328	770	1278	574	610	416	430
FGF4_+_69590148.23-P1P2|FGF4_+_69590126.23-P1P2++FGF4_+_69590148.23-P1P2|FGF4_+_69590126.23-P1P2	FGF4	1360	1096	540	1238	1972	970	1056	600	720
DCLK1_+_36705492.23-ENST00000255448.4|DCLK1_-_36705511.23-ENST00000255448.4++DCLK1_+_36705492.23-ENST00000255448.4|DCLK1_-_36705511.23-ENST00000255448.4	DCLK1	196	288	128	324	372	140	228	138	84
MET_-_116312516.23-P1P2|MET_-_116312513.23-P1P2++MET_-_116312516.23-P1P2|MET_-_116312513.23-P1P2	MET	1018	958	508	1214	2456	764	1018	690	752
RPL10A_-_35436407.23-P1P2|RPL10A_-_35436216.23-P1P2++RPL10A_-_35436407.23-P1P2|RPL10A_-_35436216.23-P1P2	RPL10A	0	16	24	6	204	18	2	108	24
NHLRC1_+_18122830.23-P1P2|NHLRC1_-_18122643.23-P1P2++NHLRC1_+_18122830.23-P1P2|NHLRC1_-_18122643.23-P1P2	NHLRC1	1428	1222	572	1528	2444	1010	1132	770	966
C19orf38_+_10959097.23-P1P2|C19orf38_-_10959125.23-P1P2++C19orf38_+_10959097.23-P1P2|C19orf38_-_10959125.23-P1P2	C19orf38	1208	1168	386	1042	1734	664	992	608	852
HES3_-_6304325.23-P1P2|HES3_-_6304275.23-P1P2++HES3_-_6304325.23-P1P2|HES3_-_6304275.23-P1P2	HES3	1366	808	442	1024	2172	918	792	642	762
PQLC3_+_11295629.23-P1P2|PQLC3_-_11295600.23-P1P2++PQLC3_+_11295629.23-P1P2|PQLC3_-_11295600.23-P1P2	PQLC3	1814	1046	490	1610	1908	908	1196	720	810
C19orf57_+_14016746.23-P1P2|C19orf57_+_14016762.23-P1P2++C19orf57_+_14016746.23-P1P2|C19orf57_+_14016762.23-P1P2	C19orf57	2090	1528	720	1582	3026	1460	1626	1074	1060
STEAP3_+_119981433.23-P1P2|STEAP3_-_119981818.23-P1P2++STEAP3_+_119981433.23-P1P2|STEAP3_-_119981818.23-P1P2	STEAP3	2620	2028	894	1896	4132	1822	1976	1430	1476
KLHL33_-_20903848.23-P1P2|KLHL33_+_20903621.23-P1P2++KLHL33_-_20903848.23-P1P2|KLHL33_+_20903621.23-P1P2	KLHL33	1454	902	546	1052	2242	778	1114	746	682
MEGF11_+_66545937.23-P1P2|MEGF11_+_66545882.23-P1P2++MEGF11_+_66545937.23-P1P2|MEGF11_+_66545882.23-P1P2	MEGF11	7246	4486	1988	6168	8674	4206	4580	3040	3752
HOXC10_+_54379003.23-P1P2|HOXC10_+_54379000.23-P1P2++HOXC10_+_54379003.23-P1P2|HOXC10_+_54379000.23-P1P2	HOXC10	682	908	390	906	1236	532	682	442	528
NODAL_-_72201404.23-P1P2|NODAL_+_72201368.23-P1P2++NODAL_-_72201404.23-P1P2|NODAL_+_72201368.23-P1P2	NODAL	1202	1288	386	1294	2056	996	916	700	802
FLYWCH2_-_2933291.23-P1P2|FLYWCH2_-_2933312.23-P1P2++FLYWCH2_-_2933291.23-P1P2|FLYWCH2_-_2933312.23-P1P2	FLYWCH2	1826	1236	668	1634	2774	1068	1338	938	1104
C3_-_6720634.23-P1P2|C3_+_6720583.23-P1P2++C3_-_6720634.23-P1P2|C3_+_6720583.23-P1P2	C3	958	924	478	1180	2256	608	842	694	880
APIP_-_34938012.23-P1P2|APIP_-_34937854.23-P1P2++APIP_-_34938012.23-P1P2|APIP_-_34937854.23-P1P2	APIP	1364	1132	638	1746	2168	1066	1204	884	936
PKN3_-_131465067.23-P1P2|PKN3_+_131464789.23-P1P2++PKN3_-_131465067.23-P1P2|PKN3_+_131464789.23-P1P2	PKN3	2338	2264	622	2086	2598	1584	1950	972	1414
non-targeting_00281|non-targeting_01340++non-targeting_00281|non-targeting_01340	non-targeting	426	376	176	278	510	232	342	266	206
FBXO17_-_39466300.23-P2|FBXO17_+_39466304.23-P2++FBXO17_-_39466300.23-P2|FBXO17_+_39466304.23-P2	FBXO17	1666	1278	540	1344	2142	986	1084	824	1016
TIMM17B_-_48755231.23-P1P2|TIMM17B_-_48754873.23-P1P2++TIMM17B_-_48755231.23-P1P2|TIMM17B_-_48754873.23-P1P2	TIMM17B	580	710	360	798	1708	686	746	544	518
QARS_-_49142149.23-P1P2|QARS_-_49142355.23-P1P2++QARS_-_49142149.23-P1P2|QARS_-_49142355.23-P1P2	QARS	0	14	202	4	1010	4	4	304	10
BCL3_+_45251993.23-P1P2|BCL3_+_45252011.23-P1P2++BCL3_+_45251993.23-P1P2|BCL3_+_45252011.23-P1P2	BCL3	3592	2738	1584	3106	6376	2678	2792	2240	2200
GPT_+_145729558.23-P1|GPT_-_145729547.23-P1++GPT_+_145729558.23-P1|GPT_-_145729547.23-P1	GPT	1580	1518	632	1540	2406	908	1162	782	934
ELTD1_-_79472356.23-P1P2|ELTD1_-_79472359.23-P1P2++ELTD1_-_79472356.23-P1P2|ELTD1_-_79472359.23-P1P2	ELTD1	1786	1506	632	1500	2462	1084	1010	828	976
OPTN_+_13141787.23-P1P2|OPTN_+_13142222.23-P1P2++OPTN_+_13141787.23-P1P2|OPTN_+_13142222.23-P1P2	OPTN	12	42	180	38	648	10	20	190	32
non-targeting_03554|non-targeting_01676++non-targeting_03554|non-targeting_01676	non-targeting	1024	658	376	1026	1720	692	926	512	568
LAT_+_28996465.23-P1P2|LAT_-_28996455.23-P1P2++LAT_+_28996465.23-P1P2|LAT_-_28996455.23-P1P2	LAT	2022	1684	782	1836	3176	1270	1604	1220	1170
FBXL22_-_63889633.23-P1P2|FBXL22_+_63889638.23-P1P2++FBXL22_-_63889633.23-P1P2|FBXL22_+_63889638.23-P1P2	FBXL22	1006	910	404	1012	1684	754	896	550	568
USP7_-_9057818.23-P1P2|USP7_-_9057709.23-P1P2++USP7_-_9057818.23-P1P2|USP7_-_9057709.23-P1P2	USP7	1444	1156	790	924	3122	938	762	1034	702
ASL_-_65540899.23-P1P2|ASL_+_65541008.23-P1P2++ASL_-_65540899.23-P1P2|ASL_+_65541008.23-P1P2	ASL	1066	842	332	828	1472	664	754	548	506
DST_-_56708099.23-ENST00000361203.3,ENST00000370769.4|DST_-_56707881.23-ENST00000361203.3,ENST00000370769.4++DST_-_56708099.23-ENST00000361203.3,ENST00000370769.4|DST_-_56707881.23-ENST00000361203.3,ENST00000370769.4	DST	2140	1520	676	1474	2384	1122	1270	938	978
PCDHAC1_-_140305945.23-P1P2|PCDHAC1_+_140305973.23-P1P2++PCDHAC1_-_140305945.23-P1P2|PCDHAC1_+_140305973.23-P1P2	PCDHAC1	834	852	316	738	736	444	542	388	396
GABPB1_-_50646899.23-P1P2|GABPB1_-_50647212.23-P1P2++GABPB1_-_50646899.23-P1P2|GABPB1_-_50647212.23-P1P2	GABPB1	194	210	452	292	2060	230	200	682	148
BLOC1S6_+_45879600.23-P1P2|BLOC1S6_-_45879578.23-P1P2++BLOC1S6_+_45879600.23-P1P2|BLOC1S6_-_45879578.23-P1P2	BLOC1S6	1342	974	398	1208	1712	870	900	472	774
KATNAL2_+_44497597.23-P1P2|KATNAL2_+_44497633.23-P1P2++KATNAL2_+_44497597.23-P1P2|KATNAL2_+_44497633.23-P1P2	KATNAL2	1668	1620	676	1650	2498	998	1490	994	1118
SLMO1_-_12407985.23-P1P2|SLMO1_-_12407942.23-P1P2++SLMO1_-_12407985.23-P1P2|SLMO1_-_12407942.23-P1P2	SLMO1	2110	1560	698	2044	3048	1368	1470	1216	1078
SEC14L3_-_30867970.23-P1P2|SEC14L3_-_30867876.23-P1P2++SEC14L3_-_30867970.23-P1P2|SEC14L3_-_30867876.23-P1P2	SEC14L3	970	722	374	818	1462	656	600	550	372
EPCAM_+_47596500.23-P1P2|EPCAM_+_47596336.23-P1P2++EPCAM_+_47596500.23-P1P2|EPCAM_+_47596336.23-P1P2	EPCAM	1302	1180	466	1162	1930	918	908	678	938
FAF2_-_175875400.23-P1P2|FAF2_-_175875441.23-P1P2++FAF2_-_175875400.23-P1P2|FAF2_-_175875441.23-P1P2	FAF2	1476	1046	592	1242	2532	844	782	846	538
EMC10_-_50979789.23-P1P2|EMC10_-_50979804.23-P1P2++EMC10_-_50979789.23-P1P2|EMC10_-_50979804.23-P1P2	EMC10	1446	1124	442	1224	1946	894	988	600	912
ANKK1_+_113258562.23-P1P2|ANKK1_+_113258540.23-P1P2++ANKK1_+_113258562.23-P1P2|ANKK1_+_113258540.23-P1P2	ANKK1	3718	2398	1190	3194	4786	2174	2164	1666	1834
ADRBK2_+_25960616.23-P1P2|ADRBK2_-_25960625.23-P1P2++ADRBK2_+_25960616.23-P1P2|ADRBK2_-_25960625.23-P1P2	ADRBK2	442	326	400	370	1548	188	290	494	244
OR52L1_-_6008133.23-ENST00000332249.4|OR52L1_-_6008078.23-ENST00000332249.4++OR52L1_-_6008133.23-ENST00000332249.4|OR52L1_-_6008078.23-ENST00000332249.4	OR52L1	1086	630	360	962	1322	522	634	424	598
SLC12A4_-_68000659.23-P2|SLC12A4_+_68000677.23-P2++SLC12A4_-_68000659.23-P2|SLC12A4_+_68000677.23-P2	SLC12A4	1072	1038	292	884	1542	702	808	504	504
non-targeting_00544|non-targeting_02386++non-targeting_00544|non-targeting_02386	non-targeting	926	996	342	868	1646	548	638	450	490
TEX22_-_105865179.23-P1P2|TEX22_+_105864916.23-P1P2++TEX22_-_105865179.23-P1P2|TEX22_+_105864916.23-P1P2	TEX22	1174	938	480	1148	2164	734	896	662	720
PTGDS_+_139873478.23-P2|PTGDS_-_139873498.23-P2++PTGDS_+_139873478.23-P2|PTGDS_-_139873498.23-P2	PTGDS	840	630	324	726	1376	522	654	412	362
KCNJ5_-_128761270.23-P1P2|KCNJ5_-_128761473.23-P1P2++KCNJ5_-_128761270.23-P1P2|KCNJ5_-_128761473.23-P1P2	KCNJ5	816	514	402	582	1924	514	546	760	454
LONP2_+_48286159.23-P2|LONP2_+_48286087.23-P2++LONP2_+_48286159.23-P2|LONP2_+_48286087.23-P2	LONP2	748	706	300	736	1224	456	432	304	368
KLHL42_-_27933233.23-P1P2|KLHL42_-_27933230.23-P1P2++KLHL42_-_27933233.23-P1P2|KLHL42_-_27933230.23-P1P2	KLHL42	1682	1328	636	1642	2558	1204	1270	798	910
FADS2_-_61595787.23-P1|FADS2_-_61595853.23-P1++FADS2_-_61595787.23-P1|FADS2_-_61595853.23-P1	FADS2	1182	1152	688	1338	2322	844	1012	892	988
HPRT1_+_133594330.23-P1P2|HPRT1_+_133594336.23-P1P2++HPRT1_+_133594330.23-P1P2|HPRT1_+_133594336.23-P1P2	HPRT1	1544	1134	524	1276	2324	956	1066	800	824
SLCO6A1_-_101834665.23-P1P2|SLCO6A1_-_101834644.23-P1P2++SLCO6A1_-_101834665.23-P1P2|SLCO6A1_-_101834644.23-P1P2	SLCO6A1	1214	1108	574	1254	2142	942	980	708	724
OR6A2_-_6817120.23-ENST00000332601.3|OR6A2_+_6816915.23-ENST00000332601.3++OR6A2_-_6817120.23-ENST00000332601.3|OR6A2_+_6816915.23-ENST00000332601.3	OR6A2	1282	982	396	850	1672	752	650	682	762
SLC1A2_+_35441071.23-P1P2|SLC1A2_-_35441035.23-P1P2++SLC1A2_+_35441071.23-P1P2|SLC1A2_-_35441035.23-P1P2	SLC1A2	872	544	264	650	1186	516	468	286	332
C19orf45_+_7571704.23-P1|C19orf45_+_7571818.23-P1++C19orf45_+_7571704.23-P1|C19orf45_+_7571818.23-P1	C19orf45	1890	1380	542	1574	2274	1280	1088	812	960
CYP26A1_+_94833728.23-P1P2|CYP26A1_+_94833713.23-P1P2++CYP26A1_+_94833728.23-P1P2|CYP26A1_+_94833713.23-P1P2	CYP26A1	2094	1544	722	1832	3402	1436	1570	1078	1242
HMGCLL1_-_55443820.23-P1P2|HMGCLL1_-_55443836.23-P1P2++HMGCLL1_-_55443820.23-P1P2|HMGCLL1_-_55443836.23-P1P2	HMGCLL1	2096	1252	600	1374	2334	1010	972	734	1006
RNF10_+_120972578.23-P1P2|RNF10_+_120972264.23-P1P2++RNF10_+_120972578.23-P1P2|RNF10_+_120972264.23-P1P2	RNF10	3832	2516	896	3560	4490	2122	2438	1314	2042
COPS6_-_99686651.23-P1P2|COPS6_-_99686659.23-P1P2++COPS6_-_99686651.23-P1P2|COPS6_-_99686659.23-P1P2	COPS6	40	52	286	14	1280	34	14	430	22
RBBP7_-_16888383.23-P1P2|RBBP7_+_16888257.23-P1P2++RBBP7_-_16888383.23-P1P2|RBBP7_+_16888257.23-P1P2	RBBP7	662	638	404	686	1444	548	610	496	470
MMP7_-_102401376.23-P1P2|MMP7_-_102401243.23-P1P2++MMP7_-_102401376.23-P1P2|MMP7_-_102401243.23-P1P2	MMP7	710	452	210	678	790	558	504	326	288
ALG10B_+_38710525.23-P1P2|ALG10B_+_38710933.23-P1P2++ALG10B_+_38710525.23-P1P2|ALG10B_+_38710933.23-P1P2	ALG10B	878	748	244	694	1188	504	684	352	524
CD55_-_207495068.23-P1P2|CD55_+_207495088.23-P1P2++CD55_-_207495068.23-P1P2|CD55_+_207495088.23-P1P2	CD55	2372	1690	796	1764	2954	1466	1280	1118	1050
CNN2_+_1026619.23-P1P2|CNN2_+_1026615.23-P1P2++CNN2_+_1026619.23-P1P2|CNN2_+_1026615.23-P1P2	CNN2	1290	1098	538	1270	1912	770	1052	694	784
CYFIP2_+_156693145.23-P1P2|CYFIP2_+_156693181.23-P1P2++CYFIP2_+_156693145.23-P1P2|CYFIP2_+_156693181.23-P1P2	CYFIP2	3506	3126	2414	3868	9578	2636	3110	3290	2114
RHBDL2_+_39407420.23-P2|RHBDL2_+_39407438.23-P2++RHBDL2_+_39407420.23-P2|RHBDL2_+_39407438.23-P2	RHBDL2	1260	1354	478	1332	2264	1024	974	824	872
ZNF341_-_32319868.23-P1|ZNF341_+_32319849.23-P1++ZNF341_-_32319868.23-P1|ZNF341_+_32319849.23-P1	ZNF341	530	348	240	412	914	356	452	320	358
FAM135B_-_139509487.23-P1P2|FAM135B_+_139509469.23-P1P2++FAM135B_-_139509487.23-P1P2|FAM135B_+_139509469.23-P1P2	FAM135B	6682	5284	2336	5790	10764	4390	4676	3160	3728
C1orf158_+_12806405.23-P1P2|C1orf158_-_12806190.23-P1P2++C1orf158_+_12806405.23-P1P2|C1orf158_-_12806190.23-P1P2	C1orf158	1158	1032	364	1040	1458	840	836	596	776
DYNLL1_-_120934043.23-P1P2|DYNLL1_-_120933933.23-P1P2++DYNLL1_-_120934043.23-P1P2|DYNLL1_-_120933933.23-P1P2	DYNLL1	542	412	378	408	1612	374	238	524	240
ERCC5_+_103498446.23-P1P2|ERCC5_-_103498479.23-P1P2++ERCC5_+_103498446.23-P1P2|ERCC5_-_103498479.23-P1P2	ERCC5	720	616	256	542	966	352	548	404	406
B3GALNT2_+_235667717.23-P1P2|B3GALNT2_-_235667525.23-P1P2++B3GALNT2_+_235667717.23-P1P2|B3GALNT2_-_235667525.23-P1P2	B3GALNT2	3386	2392	1160	2936	4560	2286	2402	1594	1922
non-targeting_00821|non-targeting_00394++non-targeting_00821|non-targeting_00394	non-targeting	1514	1252	586	1744	2546	1268	1572	852	962
XCL2_+_168513054.23-P1P2|XCL2_+_168513032.23-P1P2++XCL2_+_168513054.23-P1P2|XCL2_+_168513032.23-P1P2	XCL2	1350	786	414	1118	1714	796	1010	632	666
PKIB_-_122931583.23-P1|PKIB_-_122931580.23-P1++PKIB_-_122931583.23-P1|PKIB_-_122931580.23-P1	PKIB	1228	756	414	818	1298	680	700	454	638
GZMA_-_54398515.23-P1P2|GZMA_+_54398538.23-P1P2++GZMA_-_54398515.23-P1P2|GZMA_+_54398538.23-P1P2	GZMA	1146	1262	582	1150	1702	936	910	656	756
OR6C6_-_55688980.23-ENST00000358433.2|OR6C6_-_55688876.23-ENST00000358433.2++OR6C6_-_55688980.23-ENST00000358433.2|OR6C6_-_55688876.23-ENST00000358433.2	OR6C6	828	636	364	674	1262	520	704	480	420
TPP2_+_103249372.23-P1P2|TPP2_-_103249768.23-P1P2++TPP2_+_103249372.23-P1P2|TPP2_-_103249768.23-P1P2	TPP2	32	24	244	12	992	18	34	372	20
MUC21_-_30951541.23-P1P2|MUC21_+_30951552.23-P1P2++MUC21_-_30951541.23-P1P2|MUC21_+_30951552.23-P1P2	MUC21	1636	1394	586	1434	2530	742	1248	920	800
ADIPOR2_-_1800242.23-P1P2|ADIPOR2_-_1800278.23-P1P2++ADIPOR2_-_1800242.23-P1P2|ADIPOR2_-_1800278.23-P1P2	ADIPOR2	1772	1324	680	1456	2736	1112	1230	972	1078
BMP4_+_54423527.23-P1|BMP4_+_54423466.23-P1++BMP4_+_54423527.23-P1|BMP4_+_54423466.23-P1	BMP4	2948	2192	956	2254	4164	1734	2074	1256	1668
BTBD17_-_72357954.23-P1P2|BTBD17_+_72357999.23-P1P2++BTBD17_-_72357954.23-P1P2|BTBD17_+_72357999.23-P1P2	BTBD17	1176	1024	442	1052	2078	940	798	734	666
MEF2A_-_100106261.23-P1P2|MEF2A_-_100106619.23-P1P2++MEF2A_-_100106261.23-P1P2|MEF2A_-_100106619.23-P1P2	MEF2A	120	154	466	138	1960	96	112	876	92
AFM_+_74347558.23-P1P2|AFM_+_74347685.23-P1P2++AFM_+_74347558.23-P1P2|AFM_+_74347685.23-P1P2	AFM	758	750	246	802	1208	644	674	370	502
SCP2D1_-_18794464.23-P1P2|SCP2D1_-_18794444.23-P1P2++SCP2D1_-_18794464.23-P1P2|SCP2D1_-_18794444.23-P1P2	SCP2D1	2182	1510	622	2256	3266	1210	1542	968	1174
TMEM219_-_29973426.23-P1P2|TMEM219_+_29973436.23-P1P2++TMEM219_-_29973426.23-P1P2|TMEM219_+_29973436.23-P1P2	TMEM219	564	524	322	578	1514	486	420	594	480
RNF224_-_140122197.23-P1P2|RNF224_+_140121949.23-P1P2++RNF224_-_140122197.23-P1P2|RNF224_+_140121949.23-P1P2	RNF224	744	856	498	766	2206	740	746	778	488
ZFP14_+_36870063.23-P1P2|ZFP14_+_36870025.23-P1P2++ZFP14_+_36870063.23-P1P2|ZFP14_+_36870025.23-P1P2	ZFP14	1612	1148	538	1332	2462	1012	1174	712	986
LRP11_-_150185457.23-P1P2|LRP11_-_150185173.23-P1P2++LRP11_-_150185457.23-P1P2|LRP11_-_150185173.23-P1P2	LRP11	1544	1084	518	1294	2132	922	1136	752	944
BLMH_+_28618925.23-P1P2|BLMH_+_28618916.23-P1P2++BLMH_+_28618925.23-P1P2|BLMH_+_28618916.23-P1P2	BLMH	1768	1038	692	1744	2492	1078	1418	980	1000
TRUB1_-_116698030.23-P1P2|TRUB1_-_116698001.23-P1P2++TRUB1_-_116698030.23-P1P2|TRUB1_-_116698001.23-P1P2	TRUB1	608	582	234	710	976	354	378	340	384
SMARCA4_+_11072179.23-P1P2|SMARCA4_-_11071834.23-P1P2++SMARCA4_+_11072179.23-P1P2|SMARCA4_-_11071834.23-P1P2	SMARCA4	972	838	286	968	1522	602	690	516	462
ARL6IP1_+_18812826.23-P1|ARL6IP1_+_18812823.23-P1++ARL6IP1_+_18812826.23-P1|ARL6IP1_+_18812823.23-P1	ARL6IP1	504	348	262	376	1176	376	430	392	184
GRID2_-_93225173.23-P1P2|GRID2_+_93225136.23-P1P2++GRID2_-_93225173.23-P1P2|GRID2_+_93225136.23-P1P2	GRID2	856	696	356	906	1348	748	736	466	746
OR10H4_+_16059888.23-ENST00000322107.1|OR10H4_+_16060079.23-ENST00000322107.1++OR10H4_+_16059888.23-ENST00000322107.1|OR10H4_+_16060079.23-ENST00000322107.1	OR10H4	1334	1052	534	1212	1942	814	1056	698	748
PGAP1_+_197791380.23-P1P2|PGAP1_+_197791407.23-P1P2++PGAP1_+_197791380.23-P1P2|PGAP1_+_197791407.23-P1P2	PGAP1	100	120	498	80	2134	76	72	872	32
PCDH17_+_58206307.23-P1P2|PCDH17_+_58206404.23-P1P2++PCDH17_+_58206307.23-P1P2|PCDH17_+_58206404.23-P1P2	PCDH17	1140	1062	604	1364	2036	876	1142	646	808
ACRC_-_70798376.23-P1P2|ACRC_-_70798359.23-P1P2++ACRC_-_70798376.23-P1P2|ACRC_-_70798359.23-P1P2	ACRC	2020	1558	670	1978	3402	1394	1740	1196	1316
C5AR2_-_47840430.23-P2|C5AR2_+_47840364.23-P2++C5AR2_-_47840430.23-P2|C5AR2_+_47840364.23-P2	C5AR2	548	518	228	410	934	468	504	342	392
